Water Company Name,"Site Name
(EA Consents Database)","Site Name
(WaSC operational)
[optional]","EA Permit Reference
(EA Consents Database)","WaSC Supplementary Permit Ref.
[optional]",Activity Reference on Permit,Storm Discharge Asset Type,"Outlet Discharge NGR
(EA Consents Database)","WFD Waterbody ID (Cycle 2)
(discharge outlet)","WFD Waterbody Catchment Name (Cycle 2)
(discharge outlet)","Receiving Water / Environment (common name)
(EA Consents Database)",Shellfish Water (only populate for storm overflow with a Shellfish Water EDM requirement),Bathing Water (only populate for storm overflow with a Bathing Water EDM requirement),"Treatment Method
(over & above Storm Tank settlement / screening)",Initial EDM Commission Date,Total Duration (hrs) all spills prior to processing through 12-24h count method,Counted spills using 12-24h count method,Long-term average spill count,"No. full years EDM data
(years)","EDM Operation -
% of reporting period EDM operational","EDM Operation -
Reporting % -
Primary Reason <90%","EDM Operation -
Action taken / planned -
Status & timeframe","High Spill Frequency -
Operational Review -
Primary Reason","High Spill Frequency -
Action taken / planned -
Status & timeframe","High Spill Frequency -
Environmental Enhancement -
Planning Position (Hydraulic capacity)",Unique ID,Grid reference,Latitude,Longitude
Northumbrian Water,WELL BANK CSO TD008,WELL BANK CSO TD008,233/1252,6NW800906,,SO on sewer network,NY9866364410,GB103023075801,Tyne from Watersmeet to Tidal Limit,RIVER TYNE,,,Not Applicable,Commissioned pre-2016 - full year data expected,106.00,49,47.12,10+ (installed pre-2013),98.20,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW800906,NY9866364410,54.974301,-2.0224187
Northumbrian Water,STATION ROAD CSO,STATION ROAD CSO,233/1253,6NW800907,,SO on sewer network,NY9887064090,GB103023075801,Tyne from Watersmeet to Tidal Limit,TYNE,,,Not Applicable,Commissioned pre-2016 - full year data expected,215.75,29,10.01,10+ (installed pre-2013),99.13,,,,,,6NW800907,NY9887064090,54.971426,-2.0191835
Northumbrian Water,BRIDGE END COTTAGES CSO,BRIDGE END COTTAGES CSO,233/1244,6NW800908,,SO on sewer network,NY9889964240,GB103023075801,Tyne from Watersmeet to Tidal Limit,RIVER TYNE,,,Not Applicable,Commissioned pre-2016 - full year data expected,5.00,11,9.05,10+ (installed pre-2013),99.99,,,,,,6NW800908,NY9889964240,54.972774,-2.0187312
Northumbrian Water,EGGLESTON STW SSO,EGGLESTON STW SSO,251/0926,6NW800909,,SO on sewer network,NY9940023400,GB103025072511,Tees from Maize Beck to Percy Beck,TEES,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.50,1,0.61,10+ (installed pre-2013),99.99,,,,,,6NW800909,NY9940023400,54.605768,-2.010804
Northumbrian Water,BONDISLE WAY CSO,BONDISLE WAY CSO,241/1090,6NW800910,,SO on sewer network,NZ0003338462,GB103024077461,Wear from Middlehope Burn to Houselop Beck,RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,25.25,23,37.74,10+ (installed pre-2013),80.78,Comms failure / issue,Scheduled,,,,6NW800910,NZ0003338462,54.741125,-2.0010089
Northumbrian Water,ROSE TERRACE CSO,ROSE TERRACE CSO,241/1089,6NW800911,,SO on sewer network,NY9917239203,GB103024077461,Wear from Middlehope Burn to Houselop Beck,RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,14.25,18,11.12,10+ (installed pre-2013),99.94,,,,,,6NW800911,NY9917239203,54.747783,-2.0143847
Northumbrian Water,STANHOPE SWIMMING POOL CSO,STANHOPE SWIMMING POOL CSO,EPRBP3729GJ,6NW800912,,SO on sewer network,NY9927439202,GB103024077461,Wear from Middlehope Burn to Houselop Beck,RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,262.00,55,46.80,10+ (installed pre-2013),99.70,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW800912,NY9927439202,54.747775,-2.0128001
Northumbrian Water,RIVERSIDE (BUTTS CRESCENT) CSO,RIVERSIDE (BUTTS CRESCENT) CSO,241/1091,6NW800913,,SO on sewer network,NY9957039040,GB103024077461,Wear from Middlehope Burn to Houselop Beck,RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,131.25,49,36.19,10+ (installed pre-2013),99.49,,,,,,6NW800913,NY9957039040,54.746319,-2.0082015
Northumbrian Water,PRINCES/WOODBINE(ST HELENS ST.)CSO,PRINCES/WOODBINE(ST HELENS ST.)CSO,233/1245,6NW800914,,SO on sewer network,NY9900064400,GB103023075801,Tyne from Watersmeet to Tidal Limit,TYNE,,,Not Applicable,Commissioned pre-2016 - full year data expected,1.25,3,1.72,10+ (installed pre-2013),99.86,,,,,,6NW800914,NY9900064400,54.974212,-2.017154
Northumbrian Water,SPRINGFIELD COTTAGES CSO,SPRINGFIELD COTTAGES CSO,233/1243,6NW800915,,SO on sewer network,NY9892064220,GB103023075801,Tyne from Watersmeet to Tidal Limit,RIVER TYNE,,,Not Applicable,Commissioned pre-2016 - full year data expected,3.75,1,0.69,10+ (installed pre-2013),99.71,,,,,,6NW800915,NY9892064220,54.972595,-2.018403
Northumbrian Water,ST HELENS LANE CSO,ST HELENS LANE CSO,233/1090,6NW800916,,SO on sewer network,NY9867764397,GB103023075801,Tyne from Watersmeet to Tidal Limit,RIVER TYNE,,,Not Applicable,Commissioned pre-2016 - full year data expected,22.25,22,22.75,10+ (installed pre-2013),99.93,,,,,,6NW800916,NY9867764397,54.974185,-2.0221999
Northumbrian Water,CSO OUTSIDE MILKWELL COTTAGES,CSO OUTSIDE MILKWELL COTTAGES,233/1246,6NW800917,,SO on sewer network,NY9892964220,GB103023075801,Tyne from Watersmeet to Tidal Limit,RIVER TYNE,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.50,1,2.33,10+ (installed pre-2013),99.74,,,,,,6NW800917,NY9892964220,54.972595,-2.0182624
Northumbrian Water,BENSHAM CSO,BENSHAM CSO,235/1737,6NW800918,,SO on sewer network,NZ2360162077,GB510302310200,TYNE,RIVER TEAM ESTUARINE WATERS,,,Not Applicable,Commissioned pre-2016 - full year data expected,41.50,24,15.34,10+ (installed pre-2013),99.68,,,,,,6NW800918,NZ2360162077,54.952786,-1.6330265
Northumbrian Water,COTHERSTONE SEWAGE DISPOSAL WORKS,COTHERSTONE SEWAGE DISPOSAL WORKS,251/0925,6NW800919,,SO on sewer network,NZ0091720008,GB103025072240,Balder Catchment (trib of Tees),BALDER,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.00,0,0.69,10+ (installed pre-2013),100.00,,,,,,6NW800919,NZ0091720008,54.575285,-1.9873289
Northumbrian Water,THE HAGG CSO,THE HAGG CSO,251/0862,6NW800920,,SO on sewer network,NZ0110219888,GB103025072240,Balder Catchment (trib of Tees),TRIB OF RIVER BALDER,,,Not Applicable,Commissioned pre-2016 - full year data expected,277.20,60,44.96,10+ (installed pre-2013),97.54,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_IMP4 driver - Stage 4: Potential spill reduction scheme - Not yet on current WINEP/AMP or Green Recovery,6NW800920,NZ0110219888,54.574206,-1.9844675
Northumbrian Water,WINDMILL COTTAGE CSO THE MILL TE066,WINDMILL COTTAGE CSO THE MILL TE066,252/1125,6NW800921,,SO on sewer network,NZ0151019565,GB103025072511,Tees from Maize Beck to Percy Beck,UNNAMED TRIB OF LANCE BECK,,,Not Applicable,Commissioned pre-2016 - full year data expected,76.23,37,14.48,10+ (installed pre-2013),88.29,Comms failure / issue,Resolved - Sep,,,,6NW800921,NZ0151019565,54.571302,-1.9781578
Northumbrian Water,MILL COTTAGES CSO,MILL COTTAGES CSO,241/1119,6NW800922,,SO on sewer network,NZ0304136761,GB103024077461,Wear from Middlehope Burn to Houselop Beck,WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,4.00,7,4.39,10+ (installed pre-2013),99.95,,,,,,6NW800922,NZ0304136761,54.725831,-1.9543046
Northumbrian Water,THE LENDINGS (STARTFORTH) SPS,THE LENDINGS (STARTFORTH) SPS,252/0993,6NW800923,A (Storm Sewage),Storm discharge at pumping station,NZ0499415948,GB103025072512,Tees from Percy Beck to River Greta,RIVER TEES,,,Not Applicable,Commissioned pre-2016 - full year data expected,21.50,20,21.98,10+ (installed pre-2013),99.98,,,,,,6NW800923,NZ0499415948,54.538775,-1.9243282
Northumbrian Water,REAR OF RABY ROAD STORM SEWAGE OVER,REAR OF RABY ROAD STORM SEWAGE OVER,252/1123,6NW800924,,SO on sewer network,NZ0460016730,GB103025072512,Tees from Percy Beck to River Greta,TEES,,,Not Applicable,Commissioned pre-2016 - full year data expected,1.00,2,1.52,9 (installed 2014),99.67,,,,,,6NW800924,NZ0460016730,54.545807,-1.9304057
Northumbrian Water,GRAY LANE STORM SEWAGE OVERFLOW,GRAY LANE STORM SEWAGE OVERFLOW,252/1053,6NW800925,,SO on sewer network,NZ0491015990,GB103025072512,Tees from Percy Beck to River Greta,TEES,,,Not Applicable,Commissioned pre-2016 - full year data expected,38.50,33,16.03,10+ (installed pre-2013),97.65,,,,,,6NW800925,NZ0491015990,54.539154,-1.9256257
Northumbrian Water,DEMESNES MILL NO 3 CSO,DEMESNES MILL NO 3 CSO,252/1066,6NW800926,,SO on sewer network,NZ0529815894,GB103025072512,Tees from Percy Beck to River Greta,River Tees,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.25,1,8.45,10+ (installed pre-2013),99.90,,,,,,6NW800926,NZ0529815894,54.538287,-1.9196307
Northumbrian Water,DEMESNES MILL CSO,DEMESNES MILL CSO,252/1124,6NW800927,,SO on sewer network,NZ0529815894,GB103025072512,Tees from Percy Beck to River Greta,RIVER TEES,,,Not Applicable,Commissioned pre-2016 - full year data expected,42.00,28,29.58,10+ (installed pre-2013),89.26,Sensor failure / issue,Resolved - Aug,,,,6NW800927,NZ0529815894,54.538287,-1.9196307
Northumbrian Water,BARNARD CASTLE STW,BARNARD CASTLE STW,252/A/0559,6NW800928,,SO on sewer network,NZ0523215935,GB103025072512,Tees from Percy Beck to River Greta,RIVER TEES,,,Not Applicable,Commissioned pre-2016 - full year data expected,47.50,33,30.50,10+ (installed pre-2013),98.73,,,,,,6NW800928,NZ0523215935,54.538656,-1.92065
Northumbrian Water,RIDLEY MILL ROAD CSO,RIDLEY MILL ROAD CSO,233/1254,6NW800929,,SO on sewer network,NZ0573060260,GB103023075640,Stocksfield Burn Catchment (trib of Tyne),BAT BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,121.00,19,12.84,10+ (installed pre-2013),99.99,,,,,,6NW800929,NZ0573060260,54.936979,-1.9120976
Northumbrian Water,ROSE COTTAGE SPS,ROSE COTTAGE SPS,233/1220,6NW800930,233/1220-01,Storm discharge at pumping station,NZ0532561761,GB103023075640,Stocksfield Burn Catchment (trib of Tyne),STOCKSFIELD BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,276.50,59,39.03,10+ (installed pre-2013),98.79,,,Data collection - Confirmed exceptional weather – Remaining spills not above SOAF threshold,,"Stage 1a: Confirmed ""exceptional weather"" issue",6NW800930,NZ0532561761,54.950472,-1.9183915
Northumbrian Water,RAILWAY STATION STOCKSFIELD CSO,RAILWAY STATION STOCKSFIELD CSO,233/D/0068,6NW800931,,SO on sewer network,NZ0547961386,GB103023075640,Stocksfield Burn Catchment (trib of Tyne),STOCKSFIELD BURN (RIVER TYNE),,,Not Applicable,Commissioned pre-2016 - full year data expected,45.25,17,20.08,10+ (installed pre-2013),99.98,,,,,,6NW800931,NZ0547961386,54.9471,-1.9159941
Northumbrian Water,MERRYSHIELDS CSO,MERRYSHIELDS CSO,233/1255,6NW800932,,SO on sewer network,NZ0599061540,GB103023075801,Tyne from Watersmeet to Tidal Limit,BELLASSIS BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,107.75,42,24.82,10+ (installed pre-2013),99.95,,,,,,6NW800932,NZ0599061540,54.948478,-1.9080134
Northumbrian Water,OVINGTON CSO TD034,OVINGTON CSO TD034,233/1248,6NW800933,,SO on sewer network,NZ0685463561,GB103023075801,Tyne from Watersmeet to Tidal Limit,TRIB COCKERMERE BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,229.80,60,30.62,10+ (installed pre-2013),99.98,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800933,NZ0685463561,54.966629,-1.894477
Northumbrian Water,STAINTON CSO,STAINTON CSO,252/1052,6NW800934,,SO on sewer network,NZ0711818504,GB103025072200,Langley Bk and Westholme Bk frm Sudburn Bk to Tees,BLACK BECK TRIBUTARY,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.75,3,29.82,10+ (installed pre-2013),97.14,,,,,,6NW800934,NZ0711818504,54.561721,-1.89144
Northumbrian Water,EAST END CSO,EAST END CSO,241/1092,6NW800935,,SO on sewer network,NZ0780037210,GB103024077520,Waskerley Beck from Source to Wear,WASKERLEY BECK,,,Not Applicable,Commissioned pre-2016 - full year data expected,57.00,37,39.64,10+ (installed pre-2013),92.23,,,,,,6NW800935,NZ0780037210,54.729815,-1.8804021
Northumbrian Water,OPP OLD CASTLESIDE STW CSO,OPP OLD CASTLESIDE STW CSO,234/1135,6NW800936,,SO on sewer network,NZ0724049100,GB103023074790,Derwent from Burnhope Burn to River Tyne,WHARNLEY BURN (DERWENT),,,Not Applicable,Commissioned pre-2016 - full year data expected,6.50,11,9.56,10+ (installed pre-2013),98.63,,,,,,6NW800936,NZ0724049100,54.836673,-1.8888058
Northumbrian Water,WHITTONSTALL CSO,WHITTONSTALL CSO,234/1026,6NW800937,,SO on sewer network,NZ0776057870,GB103023074790,Derwent from Burnhope Burn to River Tyne,MILL BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.75,2,0.59,10 (installed 2013),98.13,,,,,,6NW800937,NZ0776057870,54.915475,-1.8804774
Northumbrian Water,RIDING DENE CSO,RIDING DENE CSO,233/G/0178,6NW800938,,SO on sewer network,NZ0732562359,GB103023075801,Tyne from Watersmeet to Tidal Limit,TRIBUTARY OF TYNE,,,Not Applicable,Commissioned pre-2016 - full year data expected,137.60,41,18.13,10+ (installed pre-2013),96.10,,,,,,6NW800938,NZ0732562359,54.955821,-1.8871506
Northumbrian Water,SCOTCH ISLE FARM CSO,SCOTCH ISLE FARM CSO,241/1120,6NW800939,,SO on sewer network,NZ0898536517,GB103024077461,Wear from Middlehope Burn to Houselop Beck,UNNAMED TRIB OF RIVER WEAR,,,Not Applicable,Commissioned pre-2016 - full year data expected,78.75,27,27.39,8 (installed 2015),99.78,,,,,,6NW800939,NZ0898536517,54.723568,-1.8620226
Northumbrian Water,A692 CSO,A692 CSO,234/1117,6NW800940,,SO on sewer network,NZ0850049000,GB103023074790,Derwent from Burnhope Burn to River Tyne,DENE BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,13.50,16,11.11,10+ (installed pre-2013),98.07,,,,,,6NW800940,NZ0850049000,54.835754,-1.8691917
Northumbrian Water,CONSETT ACADEMY SOUTH CSO DER090,CONSETT ACADEMY SOUTH CSO DER090,234/1154,6NW800941,,SO on sewer network,NZ0844449648,GB103023074790,Derwent from Burnhope Burn to River Tyne,UNNAMED TRIB OF DENE BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,98.00,35,33.01,10+ (installed pre-2013),99.81,,,,,,6NW800941,NZ0844449648,54.841579,-1.8700449
Northumbrian Water,CASTLESIDE,CASTLESIDE,234/1105,6NW800942,,SO on sewer network,NZ0886049980,GB103023074790,Derwent from Burnhope Burn to River Tyne,DENE BURN (RIVER DERWENT),,,Not Applicable,Commissioned pre-2016 - full year data expected,5.25,7,7.41,10 (installed 2013),99.90,,,,,,6NW800942,NZ0886049980,54.844555,-1.8635574
Northumbrian Water,ELTRINGHAM CSO,BEAUMONT WOOD CSO,233/1091,6NW800943,,SO on sewer network,NZ0825062510,GB103023075801,Tyne from Watersmeet to Tidal Limit,COLD KETTLE BURN,,,Not Applicable,Commissioned in 2022 - full year data expected,0.50,2,1.21,1 (installed 2022),99.27,,,,,,6NW800943,NZ0825062510,54.957163,-1.8727024
Northumbrian Water,PRUDHOE CSO 4,PRUDHOE CSO 4,233/G/0117,6NW800944,,SO on sewer network,NZ0848962625,GB103023075801,Tyne from Watersmeet to Tidal Limit,OTTER BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,25.53,23,14.57,10+ (installed pre-2013),99.94,,,,,,6NW800944,NZ0848962625,54.958193,-1.8689669
Northumbrian Water,CONSETT IRON WORKS,CONSETT IRON WORKS,234/F/0400,6NW800945,,SO on sewer network,NZ0900051000,GB103023074790,Derwent from Burnhope Burn to River Tyne,HOWDEN BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.25,1,3.79,10+ (installed pre-2013),99.99,,,,,,6NW800945,NZ0900051000,54.853719,-1.8613459
Northumbrian Water,CONSETT OAP HALL CSO,CONSETT OAP HALL CSO,EPRAB3596NY,6NW800946,,SO on sewer network,NZ0894552307,GB103023074790,Derwent from Burnhope Burn to River Tyne,BACKSTONE BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,1.00,1,10.77,10+ (installed pre-2013),92.93,,,,,,6NW800946,NZ0894552307,54.865465,-1.8621626
Northumbrian Water,CHURCH ROAD CSO,CHURCH ROAD CSO,234/1132,6NW800947,,SO on sewer network,NZ0970051700,GB103023074790,Derwent from Burnhope Burn to River Tyne,BACKSTONE BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,91.75,57,37.22,10+ (installed pre-2013),98.87,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800947,NZ0970051700,54.859996,-1.8504198
Northumbrian Water,SHOTLEY BRIDGE CSO DER0004,SHOTLEY BRIDGE CSO DER0004,234/1107,6NW800948,,SO on sewer network,NZ0900152376,GB103023074790,Derwent from Burnhope Burn to River Tyne,TRIBUTARY OF RIVER DERWENT,,,Not Applicable,Commissioned pre-2016 - full year data expected,3.25,3,25.34,10+ (installed pre-2013),87.44,Comms failure / issue,Resolved - Sep,,,,6NW800948,NZ0900152376,54.866084,-1.861288
Northumbrian Water,20 DERWENT DALE CUTLERS RD CSO,20 DERWENT DALE CUTLERS RD CSO,234/1113,6NW800949,,SO on sewer network,NZ0901752447,GB103023074790,Derwent from Burnhope Burn to River Tyne,RIVER DERWENT,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.25,1,2.88,10+ (installed pre-2013),87.64,Comms failure / issue,Scheduled,,,,6NW800949,NZ0901752447,54.866721,-1.8610365
Northumbrian Water,QUEENSWAY CSO,QUEENSWAY CSO,234/1134,6NW800950,,SO on sewer network,NZ0910052300,GB103023074790,Derwent from Burnhope Burn to River Tyne,BACKSTONE BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.00,0,4.65,10+ (installed pre-2013),99.94,,,,,,6NW800950,NZ0910052300,54.865399,-1.8597479
Northumbrian Water,85 SNOWS GREEN ROAD,85 SNOWS GREEN ROAD,234/1087,6NW800951,,SO on sewer network,NZ0968053110,GB103023074790,Derwent from Burnhope Burn to River Tyne,SNOWS GREEN BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.75,3,4.39,10+ (installed pre-2013),99.99,,,,,,6NW800951,NZ0968053110,54.872667,-1.8506846
Northumbrian Water,ANDREWS HOUSE,ANDREWS HOUSE,233/1265,6NW800952,,SO on sewer network,NZ0928763520,GB103023075801,Tyne from Watersmeet to Tidal Limit,TYNE (UNAMED TRIB.),,,Not Applicable,Commissioned pre-2016 - full year data expected,53.65,27,12.84,10+ (installed pre-2013),98.75,,,,,,6NW800952,NZ0928763520,54.966221,-1.8564768
Northumbrian Water,MARY MAGDALENE NO3 CSO (TD037),MARY MAGDALENE NO3 CSO (TD037),233/1250,6NW800953,,SO on sewer network,NZ0927463327,GB103023075801,Tyne from Watersmeet to Tidal Limit,UNNAMED TRIB OF RIVER TYNE,,,Not Applicable,Commissioned pre-2016 - full year data expected,166.60,64,42.22,10+ (installed pre-2013),100.00,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,"Stage 1c: Confirmed ""hydraulic issue""",6NW800953,NZ0927463327,54.964487,-1.856686
Northumbrian Water,QUARRY LANE SSO,QUARRY LANE SSO,242/D/0075,6NW800954,,SO on sewer network,NZ1012025590,GB103024072690,Gaunless from Source to Hummer Beck,GREWBURN BECK,,,Not Applicable,Commissioned pre-2016 - full year data expected,49.50,29,10.61,10+ (installed pre-2013),94.18,,,,,,6NW800954,NZ1012025590,54.62535,-1.8447753
Northumbrian Water,BERRY EDGE ROAD CSO DER096,BERRY EDGE ROAD CSO DER096,234/1137,6NW800955,,SO on sewer network,NZ0907549831,GB103023074790,Derwent from Burnhope Burn to River Tyne,UNNAMED TRIB OF DENE BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,7.50,13,20.08,10+ (installed pre-2013),99.85,,,,,,6NW800955,NZ0907549831,54.843212,-1.860214
Northumbrian Water,SHOTLEY BRIDGE HOSPITAL CSO,SHOTLEY BRIDGE HOSPITAL CSO,234/1116,6NW800956,,SO on sewer network,NZ1010052600,GB103023074790,Derwent from Burnhope Burn to River Tyne,TINKERHILL GILL,,,Not Applicable,Commissioned pre-2016 - full year data expected,0.00,0,0.09,10+ (installed pre-2013),99.99,,,,,,6NW800956,NZ1010052600,54.868076,-1.8441575
Northumbrian Water,SNOWS GREEN ROAD CSO (DER010),SNOWS GREEN ROAD CSO (DER010),234/1165,6NW800957,,SO on sewer network,NZ1005053260,GB103023074790,Derwent from Burnhope Burn to River Tyne,DERWENT,,,Not Applicable,Commissioned pre-2016 - full year data expected,44.25,13,4.07,10+ (installed pre-2013),99.40,,,,,,6NW800957,NZ1005053260,54.874008,-1.8449138
Northumbrian Water,CHARE BANK CSO,CHARE BANK CSO,234/1156,6NW800958,,SO on sewer network,NZ1005055440,GB103023074790,Derwent from Burnhope Burn to River Tyne,RIVER DERWENT,,,Not Applicable,Commissioned pre-2016 - full year data expected,82.75,37,23.32,10+ (installed pre-2013),99.91,,,,,,6NW800958,NZ1005055440,54.893598,-1.8448387
Northumbrian Water,VINDOMORA VILLAS CSO,VINDOMORA VILLAS CSO,234/1155,6NW800959,,SO on sewer network,NZ1052155764,GB103023074790,Derwent from Burnhope Burn to River Tyne,BLACKSTONE BURN RIVER DERWENT,,,Not Applicable,Commissioned pre-2016 - full year data expected,34.75,23,13.37,10+ (installed pre-2013),99.95,,,,,,6NW800959,NZ1052155764,54.8965,-1.8374837
Northumbrian Water,ADDERLANE SCHOOL CSO (TD035),ADDERLANE SCHOOL CSO (TD035),233/1249,6NW800960,,SO on sewer network,NZ1037263365,GB103023075801,Tyne from Watersmeet to Tidal Limit,ADDERLANE GILL TRIB PARK BURN,,,Not Applicable,Commissioned pre-2016 - full year data expected,55.17,17,9.74,10+ (installed pre-2013),100.00,,,,,,6NW800960,NZ1037263365,54.964807,-1.8395356
Northumbrian Water,TOW LAW STW,TOW LAW STW,241/1106,6NW800961,241/1106-04,Inlet SO at WwTW,NZ1135638568,GB103024077450,Houselop Beck from Source to Wear,Culverted section of Heatherley Clough,,,Not Applicable,Commissioned pre-2016 - full year data expected,382.75,78,65.50,10+ (installed pre-2013),92.86,,,Not asset maintenance - Hydraulic capacity,N/A - Hydraulic capacity,U_INV driver - Stage 4: No cost beneficial solution,6NW800961,NZ1135638568,54.741952,-1.8251321
